Ligne (ID);Ligne (nom court);Date de début de validité;Résolution;Image
0014;14;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/adba62c679badd008f98618e0c1bcc3a
0032;32;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9097cd0461e558c7ff8e3462ed527f16
0036;36;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2824fb9dd8fbfac83a5c8ca616d4ec4a
0041;41ex;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ff82960c1991e29c916c70a16382b361
0044;44;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9fc03aa2168415590160e028cfae8065
0055;55;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3609a0037e8330521733c43324f41a30
0065;65;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/91e9ab7315fb3f50dd587be2ef8f6f23
0067;67;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/00a5f122e0730d493e0bace7b2444800
0076;76;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e896f670c0743adb63ff90ce94347be4
0078;78;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f5c7cca5fd340319de1a4e2a24c38a5e
0079;79;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ef52e5d4d787d12ddbe44a5dc632d33b
0089;89;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/738df0c19f131109e10565cc22ce657c
0153;153ex;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ccd3604276df7b2bd37b90e32a3af7e4
0157;157ex;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bc57f7b473bc077a65f7ee0ba109e129
0161;161ex;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f8de33b97966841ebaa9a66d9d6e979d
0201;201;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9fa2b088778f0a0624faef2131c61ab0
0202;202;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2d8004aa77ca0498236106ec696932d1
0203;203;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/79151f6c02d1d7b80d7946232f0cf4c1
0211;211;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9c52196fb6dadad3c534621ae06bf34a
0217;217;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c1d15bbd0d74a769fe99de21354795d5
0218;218;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/377505137e8cd65d8a8260bd25543926
0229;229;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9b214bd3795d7651bb81f25453dd061f
0403;Ts3;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dfb425e8689b4f2d860533d90fdccded
0404;Ts4;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4aa2f2b71303f1646015a667cf05e862
0406;Ts6;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/07c78c1d816952f52948db24bb750df3
0412;Ts12;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1cb16a2e04b3237201d7a6b09188e0bd
0446;Ts46;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0091f95fdaad1ae8a865d2c2b744e277
0453;Ts53;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d00626180190ad0d8e9a2d9cd4335b20
0456;Ts56;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a3802121a6994aa3bb390ee50d3edcea
0803;Api'Bus;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dffc03ff8d0806983a045b193efde3fd
0810;Even;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/755be5dfdd10418eca4e218a0e5cecff
0901;NAV;2018-09-03;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cbe19f59be015e083e513960f7a89ecd
0011;11;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bff14badd9c69edc87e77916f556ae53
0013;13;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/84d7904896667dea8c736b245ec68702
0032;32;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/639efdf88883a1c199be05baa4a5c198
0059;59;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5cdfdc610b01822dc59366cc4ea56b0
0073;73;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/74c8523c1abe3ce0486e2a3ba432bfce
0080;80;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/42827ec623e6ce17c63ab9eb00eb6f40
0081;81;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/613384805675ea89784208ede77424b0
0094;94;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0fc63eaee4ca037831fcc08174365d0e
0152;152ex;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3f1f58b3b69d37e8396ab23be5efe822
0156;156ex;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/afae0339f81388a82828e96cf16e238f
0157;157ex;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/87d1a308f0c89a0290bc4c51ca280098
0158;Ker-Lannex;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a44b131fe9afbb449ecb84f1ab7246a7
0161;161ex;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a54991b1a46b3088cd3a0d10e29d25e5
0214;214;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/65ebe9dc8e602996c2ade5061ff8e7e7
0222;222;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5bebf839f1000adf806d12f66d2177a
0226;226;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ac6917a38db210bfdadc1e603482e01c
0228;228;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/92e7162889aac859f45a1b86c50b6ab5
0229;229;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/836dfd7fe0d187a01eca2f365189bbeb
0233;233;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1e7ed4d3293e10f95f4f5ca34c22eb3b
0237;237;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5a4e7a37614b736fe9b98e66177acb3
0243;243;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6ddf8f0171d9456a350ccd7ba4a7d823
0401;Ts1;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8a5806aa0d4264bdba1e009e7045c549
0403;Ts3;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c83706ff27d1dcb631bc37135b4895d5
0404;Ts4;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/21ddfa61ffef829132d9f20fcb33f9de
0408;Ts8;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2544b8f6b57e1fa81e15a53ebb179558
0413;Ts13;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f4262ba80f471410b20fb55150cdb215
0444;Ts44;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b85bf0143724f5886fdfe905ecfa6773
0451;Ts51;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f8347a5d361f74b3ce18fccf253f6318
0454;Ts54;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5b801309357bba66ade0b98c3fde8676
0461;Ts61;2018-09-03;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d2dc94eabcd2dba767d6cbedda05f881
0164;164ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/298ebeb8cc56832d3fac7c7353ef131c
0200;200;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/20ab6c941919b4f877b6c8a65c36e428
0202;202;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/808d58b1b4c67dcc6a1df004fd49ba7f
0204;204;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cdbce698b38cf20300f1edcd6a206189
0207;207;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/489ec4a303fe8b5c25111f1825a4b5cb
0208;208;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dabd8ca0c507a84e184441ea1d33324c
0214;214;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fd56e60e30c0dcab26c8c050bb36cff5
0220;220;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0ff9ab405af6fe36b7edd3180de6f394
0224;224;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e2a913389923d5c498ebf4600e6c49fa
0227;227;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0b7410b0244dacc9ebb652d1c6adaeac
0232;232;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b44f9d961e4d65295ec47413f7fe9efe
0470;RPI-1;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a1809f2da726d484fb3d12f3d3251ee9
0410;Ts10;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2ca460dce589e09d91682062ce887bb2
0412;Ts12;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/06c043ee4875f1a4eeb40ce528969c54
0436;Ts36;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e97a55c30633aa4a0e84bb0cc52649ae
0437;Ts37;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0078e586cce4f0fa0148a7fcdb5f3de7
0806;BDS;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0e61ba1453301d38cc16aac57560365b
0804;TTZ;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b09b12eeb9c437c9c08628d4695f7085
0013;13;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bd88c4e2b07ceacc6f8e823da6e92eb7
0037;37;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cfa8df56f2f746859d70e7a6768444eb
0061;61;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/96c18591646f7f86d4e1f9107d6013f1
0067;67;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/23e12afe7d32a63ff841e326e15c5d00
0071;71;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f5c213e40effead9e563c44dadee8586
0075;75;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/af2f070b3f311d2219dfddf60f112195
0076;76;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d89fc504b3611b5bc8cfd489efccca1d
0078;78;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/01f0165c2922bdb4e725a73843dc8270
0094;94;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf58d67ca0c2484f49b7e0772dea581c
0154;154ex;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/995281c86aa2444c93c738606f93a6e0
0167;167ex;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/04f31436b54a7f88fe0283718f97c033
0173;173ex;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/aea3ce28f85989cae66c14464a71be3b
0201;201;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9fb9481cb186a1c01f213689a22aaaa1
0218;218;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2b392c7df71fa6aededa0e6628bd04dc
0221;221;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/12911a28a15e0f98d84724eb62b36dbe
0227;227;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8f3725029fd352233b0d6516bf9d7fba
0228;228;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8f92a28e1b3653f50e9d6f1a009c6300
0229;229;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ecc980037a43d698cfdb814f6774fbbd
0232;232;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b641cab85e4c81d76e42eeae91bc90f0
0241;241;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0a3bb4b7c9e261acf68f3dc7c08f4e9e
0402;Ts2;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d263ec63a81fe268b11dbb98f90dae76
0407;Ts7;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/454fa81668939843a3d473ce5af19a99
0437;Ts37;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ab2a56235b8a82b3679dd7c9732450a3
0444;Ts44;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b54aedffbb2be5b4df4dad9bd820cbbf
0452;Ts52;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/85b13a80b9a8fd712846fd1e512e3a81
0455;Ts55;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d9ba35f404b3b0e37bb9cf9de1575556
0456;Ts56;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/73310c9a74f97f90562de0412374c793
0467;Ts67;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5d381bb3a3419948732e77a6ac2ba48c
0482;Ts82;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d6b044bfc4ea422bac733224f81f82c5
0999;IND;2017-11-06;1:1000;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9a8ce1e9ec016216b428a366fd9a4bd6
0006;C6;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6989d1bd6951fefe71c4e8927dfeae11
0011;11;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/393536d4305629a15f3f77a52f559696
0031;31;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0545698ab8ec0c3ecc33939c298b5d6b
0037;37;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/36fb83d6d2e0088384f78fe58b664ead
0050;50;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c13c4f162bd706fed1d10771d7d8dc18
0052;52;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d61ace618bc48a317afda726a1c52838
0065;65;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/96f6aeca4b99fffa7110cc11c8a9f86c
0067;67;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a47c5732fb7b3681a6963364bd862ccb
0070;70;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ba9d651976f60dd107088927f89942a9
0072;72;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ea4e3e4ddc108f8c1030b182d70b6b3
0079;79;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/491cf63ceb469a00ea68a15f644bd6ec
0150;150ex;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d65f296d00741e1cc4ae8340bd9a47e0
0151;151ex;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5fa765e2cc141713ff51d6def82cc97c
0155;155ex;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c8eb9d9897849738ba7a86659bb52bc1
0159;159ex;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/776aedeb67b39b688f98e6a829dee131
0172;172ex;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/26fcfce0d1774f26bce78170c5c4733c
0201;201;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e83004b9e9f9e5cc55a3269c84511f10
0202;202;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5045b5db788b347e83f2fd437abe7649
0205;205;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d609b1be0e66c72e73d775857edd2b8a
0208;208;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cce6603b27e6669ee42e4659eb69a8a0
0217;217;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c300a26931d57196fc32077f452f6086
0222;222;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/933e6fe9d5695d1f88eafca91e896478
0224;224;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/edc20d03509ed87308a2243e77740bec
0225;225;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8af7141f39c4cdc5a7870d108ba12fe9
0228;228;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/88ffb78be7ecf75d65d79d4c4463d297
0232;232;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5d8d504340125ff6c59a4cb23306364
0240;240;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5cac19fb0d9df362c6240611606c1b5e
0241;241;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/aaccad549375a215f146e6b0dc6c93cf
0243;243;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3edfb61bf44e2eb68139a76d28d816d0
0401;Ts1;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/10497b9de9a64d6e15588ea5f8573113
0410;Ts10;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0438ab1b22956a1acec1a165ca3ac5f7
0432;Ts32;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/69ae87645353691e8be5e9a3e49ba73b
0437;Ts37;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7fca4c8c82f347327cf2092d5c8c85a0
0441;Ts41;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/af5f61ef074dd68ff7436f0a8deab079
0445;Ts45;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/76e5c16bb0927f5e12b1900334d2773a
0453;Ts53;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/613102d76f27a203aac3c56e335cf74a
0454;Ts54;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d888443c6c5b265e0c39b668cafbbd62
0461;Ts61;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1c82db0032d14d6d2e685f28de447a53
0466;Ts66;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ec883d5791fd01763f86db29b1d8412f
0470;RPI-1;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5e332f7715874ab92e32d6506b889b70
0804;TTZ;2018-09-03;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f289c69c34bd475a2b99565ca4fdfd30
0051;51;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/653099c4aa98c0b5a4c3af312f942e71
0052;52;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e415f7b0b2e308668b294a28495eaca7
0053;53;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d17a2524d3fb0a9ccc31254d5479f3df
0055;55;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fe2ac9a90636123c57715f2357cb6abf
0056;56;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5aac3df81be6a27cbc5571734dec8405
0059;59;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cdc899d480cfea68ca3f9cd14867bba1
0068;68;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6ee48dec7f28f31e967ee45f3f59f641
0077;77;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4dc2ab8ddebcaca5a8fe54840831b000
0078;78;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/87e21026d7ac65225b8dfd8db3bc180f
0094;94;2018-09-03;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/37e199b8f580faf491e4c437b241b859
