Ligne (ID);Ligne (nom court);Date de début de validité;Résolution;Image
0456;Ts56;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4046aafedf974a1d79362c8d96dc13fa
0467;Ts67;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/27122c74c301b1d006ac1d173a85cd4d
0803;API;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/638c86534ee3b602a400d6d3b39f2ea0
0810;NAV;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d56d9e141026761243b1a49d3fd804f3
0901;NAV;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/25a803cd434387dce801d6e71f7acdf5
0003;C3;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7a7407adf11a36859707459731be15c4
0005;C5;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9071e18b91f8d5114a6e3271bfcb0f4a
0037;37;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5b1808be4ed97a8bea2acb621a469bfd
0041;41ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/69e00aa252436b442774781b5faeb8dd
0053;53;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a76ebe848f100fb414d60a8449164ba7
0054;54;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9d969f5a6d2385f2a59ceab54602d863
0059;59;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b8e3547378c39b62fab468795f4d6d71
0061;61;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/29685c0cdba3512811f6defed573ddd8
0077;77;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16b55026e50318a4ba7f81fe7980740d
0080;80;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3d316c87f685775c349682fe35c45f6d
0150;150ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a1adc17b7f266e06beaa8ab240753eb1
0161;161ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f74b9ac059a697b825dda403adb4eaee
0011;11;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/848b5980fb53360b9ec52fb3cc887da1
0034;34;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3ff42f27dafb32300ee331f95a5291fc
0051;51;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16f7faa37ed4c9526c2731dd94786fc3
0054;54;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0571ddea6c158a5271cf2a79c4aaedf9
0056;56;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8c1de33d120805e4851f67da7c808bef
0063;63;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/99c42122216e37599eab821bf5ff2b66
0067;67;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cac81dbadd59dd8081810afd0c6d727b
0068;68;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5979df37fd955e85ef55342e63aea284
0073;73;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1d12914b8da431d03086809b0cb0a870
0075;75;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/86d396c20bc6b67d096b5c4b2e5aa64d
0079;79;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7d7c76562cb4588d0c4249a06c20898c
0158;KL;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/898294c1cb898000f243e66daa9b7d79
0153;153ex;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d15ab80d7262e54b154d8713be293ade
0154;154ex;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b59d40bafb8e632d93052d4e7ccb7841
0173;173ex;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/57f0d9f0aa031d287e955b07416a575e
0207;207;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/45cc5a1871f82128a9923f45b501664c
0221;221;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/104e4f92371a4c1f9050411517d8ebbf
0226;226;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ba7e48b7d7551bbd0929bc94205eafb5
0228;228;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e4062e1e7046524e3392685b5bf23eba
0229;229;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8724465565070d2c821e232741f2e2b4
0231;231;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/34208ae8d9a4d5090a929193badf4c4e
0233;233;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bca5c4f370612abe62f748badd6a6b44
0235;235;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6c378949b031aa877f6e5bb670a44f3c
0470;RPI-1;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/15de57c89b442ac5c29bbcd379c2c425
0401;Ts1;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/083af0c0b73062951e822355d5564400
0406;Ts6;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8edb38cfe13bf066b9e03262ac66d7ea
0409;Ts9;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e0456897c5f335fbdd236694aee280fa
0413;Ts13;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c932ed10a89de5e41eedd6ff51bf51df
0437;Ts37;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d91b7350cbb87b5ae4c3afb9a103b725
0445;Ts45;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ef0ecda8a7843cd747c2b400996e87c1
0471;Ts71;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5bad3e5b7f63b5aae91b1c986b3a135c
0481;Ts81;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2e7a108e8fe18b43b0f2b95f70ff0cd2
0491;Ts91;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ffaec2571ca0eba8b51003938cb45a00
0121;N1;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d89c094532f96feaa65bdb2fddd35d1a
0806;BDS;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/fe84befcae3404c8283de6a8bcf1956c
0999;IND;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5db09cce3717ab783ac19c49b4533412
0003;C3;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dbfdc15fc097e983b8af7e150798d95c
0011;11;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/809c59fd939de33118dc6d7fd3778148
0044;44;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf351a4ae4da936f0a9a45c1c1df6759
0051;51;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/542fc2ebbd7735e93f9a87a88790d5aa
0055;55;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3b1cd470739f55e6666aee6fe12ffa0a
0068;68;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4b45adb0baf0e45fdae4d974e96f0fcb
0073;73;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/49a2453b9a4a20ee43b08fb70cd98247
0077;77;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3df4c81387fb02ed2dc84998a14fd22b
0155;155ex;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8011f1e4c49d73d4429de84d408e9891
0172;172ex;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dcacae41279b58fa790d2751251e706a
0173;173ex;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d30034b49019c5d2e9a09e2858f19896
0202;202;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/49262e1236e407f4629e9dc61c2ea190
0203;203;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f6a6e21564e99df7b5806f548410c8d2
0207;207;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2ae70f01111b921061af5ab21a8de0ba
0208;208;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a19c601e14fb17f4d7a95cc8c150499a
0212;212;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/534aefd3e99bfc68259c3e1218e0f72b
0228;228;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ef9fe803b631517d6d07a7b9ee2fcc0
0231;231;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cc25bb3ef5bb8efe8b6f4571acf83ef4
0238;238;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7cc44b17e7a7c11e6c9e60fe3ac985d8
0240;240;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ff049e4fc190f5fa9fcbcc094d64503c
0403;Ts3;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bab1aa390f0a466a7c914e8437579da1
0404;Ts4;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ff82fd3c1b72e9a6c568d071784bf464
0410;Ts10;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6968cb6f302c232d3345cf15f5123324
0411;Ts11;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1426790db6d4fe76d8fdb5bcf34fb320
0432;Ts32;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e5b1202ae8d318ecb36c988fffe3a7b5
0433;Ts33;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/444db066665fb060c30e6ae563f6495c
0436;Ts36;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b5abb4ebf45885d811a8c467a1dcda64
0437;Ts37;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/812d44a006ccec5bbec2d5717a62d538
0454;Ts54;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/207f1436fb2364e5afcbcec1ce606892
0491;Ts91;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/02f7532e5696484bb9a35a8498f3defa
0121;N1;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c1c10a8861b60bef0c6b3e45322a3f08
0122;N2;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8c318826a6b900f4111ca4675e3f422e
0803;API;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/812079383166e33f6ce4404a03065b63
0901;NAV;2017-11-06;1:30;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c02e0b481318189220f880a443cc2b23
0034;34;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/936df5a9390ef2f474816303f053b9b7
0035;35;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/35cc509560eccb85577f9299ede5568b
0040;40ex;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5990cba2e0ed3a9fcb8961ee1e55b608
0044;44;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/892ff2e6fc4b1378e8470926ba6abd6c
0050;50;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a65e0673c07724b866e31053b05a4fbf
0052;52;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6d308c620985eac3e22c8c5b4d1bce8b
0054;54;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/52a280a9fd7caa884fb9dc9718ada218
0059;59;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/c8fd61acfdf9e0cbbe915bf5faa0765f
0063;63;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/77fb9b5c42a51c94973c8de7981129a6
0071;71;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/180cc7b904a0bb8f5cc628a3b0eedb62
0073;73;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f59fd22930c6fb5f1b4f1241f60b5513
0079;79;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/41835d6036f50f9b1fe684fb4f3995c5
0091;91;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8101d2015b429e714ae9f3a93a657eba
0154;154ex;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/782d56c2518ef14eb8d67734d1c2be07
0155;155ex;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4088279af96ca8365d67b81283a5460c
0159;159ex;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/41ee0ac1c38155858632a6181c6d2667
0164;164ex;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9bc420a4cee9863090747c9fe9baf861
0200;200;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/7ac0c3d142cc8af97d3c557df63435cd
0207;207;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/da99eb6e123eb05b63c6935a777e1c62
0218;218;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/0fa2a0f1ccbfee6208b3a28785f3e874
0221;221;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d81919d680015a3c0567951a8a9eaaaf
0226;226;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/13ddcc40b849f8b91e9062df3091fa7d
0234;234;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/dd7c1e60f9c34d1d7750aa01590f3001
0240;240;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6fb33943198bbb71ab3d8bea4e6a5858
0401;Ts1;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1a2277912c8641595c05fe12a8b45127
0404;Ts4;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56b2ab4785db6b2c692db5fcb1f80dd3
0408;Ts8;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/b40a1316c616225e68cddf47253ab555
0437;Ts37;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/56112bf99c71ed1b88a5aed5d6db4734
0466;Ts66;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/4033c15d862b616680912a052c2c8258
0481;Ts81;2017-11-06;1:22;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/16e6809545157e5d0bc186dbff46c650
0074;74;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2319c245ac78cb09c18e3a97feb86395
0079;79;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2bcc5444d3b27d07f93623721c6cc01d
0091;91;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/06400395efedd84bc6e4a9b285ad628c
0152;152ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8ec8e5817e0d468c861627aa0d72cb87
0155;155ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/693deb67fdad48e02cc6112720d55b76
0168;168ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/728c155b978f11ec4afc6227ba497a7b
0173;173ex;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9f743e955a5959fd5035a14561c02ed0
0203;203;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2c2942dbf4953a609ec21dd40afe1267
0206;206;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/e7dcc99f96b7fd7b3477ce1d9ad74d2e
0213;213;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/d7733aaa429594a64dbb9fe46c548e32
0221;221;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/af7766aa8d7675de37a72899e1a540ac
0225;225;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a6115059d1d057f909f8e6e469c672dc
0401;Ts1;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1161d0de538509a23195887a5ed0c272
0404;Ts4;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cf12419d002137e0c67ca6037e51dd86
0411;Ts11;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/11293c29ea3bc7c317dfe0aed0895886
0432;Ts32;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/feb7d3a68e71bd615af7a4e846a4cc84
0441;Ts41;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/9abb0f13cfb4d0a566d0c3c46a3cc5d9
0451;Ts51;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8f39c5c43e6a52773d6a7689cb80b1f9
0452;Ts52;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/a60f680d5eb112bea83d59404e315a75
0456;Ts56;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/1a4759c7200eafd9466d4563397fcd53
0467;Ts67;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2696d6f8f25edeec4d8b0b50aa3c92fc
0482;Ts82;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/3ec7dd6777e71e1e281434ccf3814875
0491;Ts91;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2f4ff9b70e7593dc0e8b9231dabd8566
0122;N2;2017-11-06;1:300;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/23c7c79b933f561ef44982a6d0e0d797
0001;C1;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/05b8c6c5ba759a5b7250b8f71caefd6e
0006;C6;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5fc0d6af96f8e05c59747e7432694d31
0013;13;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/74cb0881be7a30b1f160dfb3c89767b5
0035;35;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/6207b58931191f7775aefd648bd2f459
0044;44;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/bea3bafbe1466bbe3ec2e3b5aa85b68c
0050;50;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/786a454c01a92f9b046faf41a6336c76
0055;55;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/cb521dab586b9e411963962509297798
0059;59;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/5d1318d411e211f53d73f40e294673cc
0064;64;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/00b0318dea8e1362a1eeeddb6da55b37
0072;72;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f022e09590b67269d531d90a96a3d014
0076;76;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/879bd8c22c8c76d0a3e1db8f25883ba8
0080;80;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/ef88efefa708c5f3d5a73569031c9683
0156;156ex;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/2fe5bd19c981f648e7da37585c1e86a0
0200;200;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f3aa1288c157697489350687c50e2be5
0204;204;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/8b453ed8c3533d5b6ea2ba46ffb30e1f
0206;206;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/50dafaae930e59d3b3fc14b5a98115c0
0213;213;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/f9fb7b1bcb6e9f74d9b7ee7b330a3f44
0218;218;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/39e80098ee869b9617d4bcb75e6816e5
0220;220;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/71381de0a357415c617fe959e349b76f
0225;225;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/032df1b05388124c5f51b7be775ef997
0238;238;2017-11-06;1:100;https://data.explore.star.fr/api/v2/catalog/datasets/tco-bus-lignes-pictogrammes-dm/files/43fe11f14eca1180bff4b2edf11217a6
