Identifiant;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier
1280;1280;Jules Ferry;35238;Rennes;48.121404, -1.670825;true;Abri simple
1284;1284;Houx Cité U;35238;Rennes;48.131091, -1.664397;true;Abri simple
3924;3924;Bois Esnault;35363;Pont-Péan;48.000008, -1.696769;false;Poteau
3926;3926;Touche Audienne;35363;Pont-Péan;48.001805, -1.714197;false;
3920;3920;Le Louvrel;35363;Pont-Péan;48.019688, -1.694531;false;Poteau
3922;3922;Touche Eon;35363;Pont-Péan;48.019982, -1.688494;false;Poteau
3911;3911;Rivaudière;35363;Pont-Péan;48.01369, -1.707704;true;Poteau
4154;4154;Provence;35039;Brécé;48.107516, -1.482935;true;Abri simple
4163;4163;Turbanière;35039;Brécé;48.108239, -1.507377;true;Poteau
4157;4157;Pâtis;35039;Brécé;48.109265, -1.503198;true;Poteau
4160;4160;Saules;35039;Brécé;48.107291, -1.478381;true;Poteau
2304;2304;Rabine;35047;Bruz;48.025756, -1.760778;true;Abri simple
2376;2376;Corbières;35047;Bruz;48.035213, -1.757358;true;Abri provisoire
2367;2367;Anita Conti;35047;Bruz;48.033353, -1.733602;false;
2359;2359;Doublé;35047;Bruz;48.035782, -1.723214;true;Abri simple
2346;2346;Croix Vaisserelle;35047;Bruz;48.009141, -1.773283;false;Poteau
2335;2335;Bobinais;35047;Bruz;48.02629, -1.734494;true;Abri simple
2331;2331;Noë;35047;Bruz;48.021416, -1.752313;true;Abri double
2326;2326;Doublé;35047;Bruz;48.034154, -1.723867;false;Poteau
2327;2327;Pont-Réan;35047;Bruz;48.005026, -1.77502;false;Abri simple
2328;2328;Doublé;35047;Bruz;48.034888, -1.724811;true;Abri simple
2320;2320;Croix Madame;35047;Bruz;48.039734, -1.755591;false;
2005;2005;Grand Domaine;35051;Cesson-Sévigné;48.124609, -1.594305;true;Abri simple
2007;2007;Bourgchevreuil;35051;Cesson-Sévigné;48.123121, -1.600517;true;Abri simple
2128;2128;Ménouriais;35051;Cesson-Sévigné;48.099747, -1.603062;false;Poteau
2109;2109;Salmondière;35051;Cesson-Sévigné;48.102051, -1.56569;false;Poteau
2110;2110;Touche sur Roche;35051;Cesson-Sévigné;48.097628, -1.586757;false;Poteau
2115;2115;Château de Vaux;35051;Cesson-Sévigné;48.137379, -1.622408;true;Abri simple
2118;2118;Monniais;35051;Cesson-Sévigné;48.108409, -1.608651;false;Abri simple
2102;2102;Erbonière;35051;Cesson-Sévigné;48.106097, -1.625877;true;Abri simple
2108;2108;Salmondière;35051;Cesson-Sévigné;48.102308, -1.566333;false;Poteau
2086;2086;Bordage;35051;Cesson-Sévigné;48.114279, -1.600415;true;Abri double
2101;2101;Village Collectivités;35051;Cesson-Sévigné;48.131755, -1.597946;true;Abri double
2082;2082;Bouriande;35051;Cesson-Sévigné;48.126993, -1.619975;true;Abri simple
2076;2076;Lande Bouhard;35051;Cesson-Sévigné;48.134039, -1.629208;true;Abri simple
2077;2077;Lande Bouhard;35051;Cesson-Sévigné;48.134211, -1.628608;true;Abri simple
2063;2063;Monniais;35051;Cesson-Sévigné;48.108743, -1.60963;true;Abri simple
2064;2064;Peupliers;35051;Cesson-Sévigné;48.112543, -1.607297;true;Poteau
2052;2052;Lycée Ozanam;35051;Cesson-Sévigné;48.131149, -1.597037;false;Abri simple
2048;2048;Cormier;35051;Cesson-Sévigné;48.124466, -1.617618;true;Poteau
2034;2034;Forum;35051;Cesson-Sévigné;48.099569, -1.621217;true;Abri simple
2035;2035;Forum;35051;Cesson-Sévigné;48.09967, -1.620857;true;Abri simple
2031;2031;Grand Domaine;35051;Cesson-Sévigné;48.123895, -1.593417;true;Poteau
2033;2033;Bas Village;35051;Cesson-Sévigné;48.10133, -1.623467;true;Abri simple
2022;2022;Sports et Nature;35051;Cesson-Sévigné;48.114642, -1.609545;true;Poteau
2016;2016;Taillis;35051;Cesson-Sévigné;48.114224, -1.621951;true;Abri simple
2009;2009;Fontenelle;35051;Cesson-Sévigné;48.123585, -1.608134;true;Abri simple
2010;2010;Mare Pavée;35051;Cesson-Sévigné;48.12279, -1.610938;true;Abri simple
2012;2012;Muguet;35051;Cesson-Sévigné;48.11839, -1.608504;true;Abri double
2014;2014;Sports et Nature;35051;Cesson-Sévigné;48.114721, -1.609708;true;Abri simple
3035;3035;Landes;35055;Chantepie;48.092429, -1.618131;true;Poteau
3037;3037;Chantepie Eglise;35055;Chantepie;48.087406, -1.616535;true;Abri simple
3040;3040;Maubusson;35055;Chantepie;48.069593, -1.569788;false;Poteau
3034;3034;Breillou;35055;Chantepie;48.098553, -1.621354;true;Poteau
3022;3022;Hallouvry;35055;Chantepie;48.091041, -1.615283;true;Poteau
3020;3020;Val Blanc;35055;Chantepie;48.080652, -1.630601;false;Poteau
4059;4059;Mairie;35059;La Chapelle-des-Fougeretz;48.17669, -1.732757;true;Poteau
4062;4062;La Brosse;35059;La Chapelle-des-Fougeretz;48.176749, -1.722096;true;Abri simple
4263;4263;Pont Harel;35065;La Chapelle-Thouarault;48.131499, -1.844753;false;
4264;4264;Place de la Mairie;35065;La Chapelle-Thouarault;48.123069, -1.865899;true;Poteau
2901;2901;Croix aux Potiers;35066;Chartres-de-Bretagne;48.046733, -1.710633;true;Abri simple
2921;2921;Collège Pôle Sud;35066;Chartres-de-Bretagne;48.041222, -1.69777;false;Poteau
2922;2922;Vieux Bourg;35066;Chartres-de-Bretagne;48.037057, -1.697209;true;Poteau
2919;2919;Chartres Centre;35066;Chartres-de-Bretagne;48.042237, -1.707374;true;Abri simple
2913;2913;Cornouaille;35066;Chartres-de-Bretagne;48.034611, -1.69941;true;Abri double
4202;4202;Calvaire;35076;Chavagne;48.051992, -1.79066;true;Abri simple
4203;4203;Alfred de Musset;35076;Chavagne;48.05512, -1.790086;true;Poteau
4608;4608;Chevaigné Gare;35079;Chevaigné;48.207963, -1.630549;true;Poteau
4662;4662;Chêne Lierru;35080;Cintré;48.107023, -1.894886;false;Poteau
4663;4663;Pilais Barbais;35080;Cintré;48.103918, -1.881246;false;
4452;4452;Croix Simon;35081;Clayes;48.181419, -1.853554;true;Abri simple
1449;1449;Norvège;35238;Rennes;48.086865, -1.683079;true;Abri simple
1452;1452;Bréquigny Piscine;35238;Rennes;48.089851, -1.690987;true;Abri simple
1437;1437;Villebois-Mareuil;35238;Rennes;48.100804, -1.649824;true;Abri auvent
1432;1432;Vitré Foulon;35238;Rennes;48.118769, -1.649907;true;Abri auvent
1424;1424;Cours Kennedy;35238;Rennes;48.121238, -1.70795;true;Abri simple
1425;1425;Trois Croix;35238;Rennes;48.128, -1.682448;true;Abri simple
1426;1426;Bellangerais;35238;Rennes;48.132124, -1.672635;true;Abri simple
1427;1427;Hélias;35238;Rennes;48.136404, -1.663348;true;Abri simple
1421;1421;Chambre Agriculture;35238;Rennes;48.114636, -1.715503;true;Abri auvent
1401;1401;Redon;35238;Rennes;48.105574, -1.687728;true;Abri simple
1387;1387;Récipon;35238;Rennes;48.098044, -1.708181;true;Abri simple
1389;1389;Clinique La Sagesse;35238;Rennes;48.101249, -1.71181;true;Poteau
1377;1377;Trégain;35238;Rennes;48.126826, -1.65857;true;Abri double
1371;1371;Lycée Mendès France;35238;Rennes;48.133171, -1.68511;false;Abri simple
1373;1373;Hôtel de Région;35238;Rennes;48.135248, -1.65936;true;Poteau
1364;1364;Bigot de Préameneu;35238;Rennes;48.098048, -1.667094;true;Abri simple
1366;1366;Châtillon;35238;Rennes;48.097797, -1.67092;true;Abri simple
1362;1362;Leray;35238;Rennes;48.095014, -1.661464;true;Abri simple
1344;1344;Galicie;35238;Rennes;48.0877, -1.650088;true;Abri simple
1334;1334;Châtillon;35238;Rennes;48.097716, -1.6713;true;Abri simple
1327;1327;Raison;35238;Rennes;48.101402, -1.65357;true;Abri simple
1312;1312;Beaulieu Chimie;35238;Rennes;48.116581, -1.633944;true;Abri double
1298;1298;Bois Labbé;35238;Rennes;48.125698, -1.703017;true;Abri simple
1299;1299;Olympe de Gouges;35238;Rennes;48.127905, -1.702753;true;Abri simple
1286;1286;Bellangerais;35238;Rennes;48.132719, -1.672293;true;Poteau
1281;1281;Volney;35238;Rennes;48.125362, -1.66626;true;Abri simple
1278;1278;Hôtel Dieu;35238;Rennes;48.117082, -1.677806;true;Abri simple
1268;1268;Boberil;35238;Rennes;48.083743, -1.693637;true;Poteau
1264;1264;Pont de Nantes;35238;Rennes;48.10206, -1.684417;true;Abri auvent
1245;1245;Serpette;35238;Rennes;48.103213, -1.652536;true;Abri simple
1247;1247;Pavie;35238;Rennes;48.104868, -1.643656;true;Poteau
4603;4603;Pommiers;35079;Chevaigné;48.210932, -1.626041;true;Poteau
3808;3808;La Motte;35032;Bourgbarré;47.995943, -1.617465;true;Poteau
2208;2208;Commeurec;35281;Saint-Jacques-de-la-Lande;48.095802, -1.694528;false;Abri double
3955;3955;Tronchay;35315;Saint-Sulpice-la-Forêt;48.211688, -1.590809;true;Abri simple
3820;3820;Château Loger;35032;Bourgbarré;47.999217, -1.63008;false;Abri simple
3313;3313;Bocage;35334;Thorigné-Fouillard;48.159169, -1.579798;true;Abri simple
3818;3818;Abords Lauriais;35032;Bourgbarré;47.968932, -1.639253;false;Poteau
3321;3321;Fouillard;35334;Thorigné-Fouillard;48.160454, -1.587059;false;Poteau
3823;3823;La Fretais;35032;Bourgbarré;47.990177, -1.623642;false;Poteau
3825;3825;Le Rocher;35032;Bourgbarré;48.001653, -1.608574;false;Poteau
3833;3833;Bourgbarré Mairie;35032;Bourgbarré;47.994388, -1.615739;false;
2806;2806;Vivier Louis;35278;Saint-Grégoire;48.159027, -1.685578;true;Abri simple
3707;3707;Pont aux Moines;35275;Saint-Gilles;48.150683, -1.825279;true;Abri simple
4357;4357;Croix du Pigeonnet;35266;Saint-Erblon;48.017063, -1.664746;true;Poteau
3729;3729;Résidence Janais;35275;Saint-Gilles;48.151004, -1.830178;false;Poteau
3732;3732;Ile des Bois;35275;Saint-Gilles;48.14933, -1.839024;true;Abri simple
2804;2804;Ricoquais;35278;Saint-Grégoire;48.159112, -1.676618;true;Abri double
3717;3717;Maison Neuve;35275;Saint-Gilles;48.153985, -1.8376;true;Abri simple
2805;2805;Camus;35278;Saint-Grégoire;48.159128, -1.681343;true;Abri simple
4367;4367;Douazel;35266;Saint-Erblon;48.020638, -1.63177;false;Poteau
3728;3728;Haute Fresnais;35275;Saint-Gilles;48.162194, -1.872155;false;
2237;2237;Aire Libre Aéroport;35281;Saint-Jacques-de-la-Lande;48.067372, -1.721674;true;Abri simple
2226;2226;Rablais Allende;35281;Saint-Jacques-de-la-Lande;48.086645, -1.701446;true;Abri simple
2243;2243;Aire Libre Aéroport;35281;Saint-Jacques-de-la-Lande;48.066958, -1.722384;true;Poteau
2272;2272;Mivoie;35281;Saint-Jacques-de-la-Lande;48.070178, -1.70307;true;Abri provisoire
2245;2245;Haut Bois;35281;Saint-Jacques-de-la-Lande;48.077633, -1.712716;false;Abri simple
2249;2249;Le Pâtis;35281;Saint-Jacques-de-la-Lande;48.085087, -1.727469;true;Abri double
2231;2231;Gaité;35281;Saint-Jacques-de-la-Lande;48.086974, -1.706633;false;Abri simple
2206;2206;Gaité;35281;Saint-Jacques-de-la-Lande;48.087497, -1.706946;true;Abri simple
2255;2255;Bellevue;35281;Saint-Jacques-de-la-Lande;48.078768, -1.732528;false;Poteau
2262;2262;Vallon;35281;Saint-Jacques-de-la-Lande;48.068729, -1.697896;false;Poteau
4363;4363;Alexandre Gilois;35266;Saint-Erblon;48.016323, -1.651341;true;Poteau
4374;4374;Pont de l'Ise;35266;Saint-Erblon;48.020286, -1.646869;false;Poteau
4375;4375;Pont de l'Ise;35266;Saint-Erblon;48.020203, -1.647162;false;Poteau
6000;6000;Romillé Collège;35245;Romillé;48.218676, -1.893365;true;Abri double
6002;6002;Frères Aubert;35245;Romillé;48.216709, -1.890934;true;Abri simple
4364;4364;Douazel;35266;Saint-Erblon;48.020602, -1.63193;false;Abri simple
4354;4354;Paul Féval;35266;Saint-Erblon;48.017653, -1.654401;true;Poteau
2508;2508;Les Pins;35240;Le Rheu;48.096835, -1.77559;true;Abri simple
6021;6021;Romillé Collège;35245;Romillé;48.218585, -1.895739;false;
2203;2203;Médiathèque;35281;Saint-Jacques-de-la-Lande;48.07942, -1.71571;true;Abri simple
2820;2820;Cité des Jardins;35278;Saint-Grégoire;48.151475, -1.691318;true;Abri simple
2817;2817;CHP Saint-Grégoire;35278;Saint-Grégoire;48.142967, -1.686622;true;Abri simple
2827;2827;Maison Blanche;35278;Saint-Grégoire;48.148996, -1.656601;true;Abri simple
2831;2831;Holywell;35278;Saint-Grégoire;48.153536, -1.678717;true;Abri simple
2842;2842;Nobel;35278;Saint-Grégoire;48.158103, -1.672049;true;Abri simple
2847;2847;Forge;35278;Saint-Grégoire;48.151815, -1.684518;true;Abri simple
2819;2819;Forge;35278;Saint-Grégoire;48.151493, -1.685839;true;Abri simple
2857;2857;Kerguelen;35278;Saint-Grégoire;48.151199, -1.697275;true;Poteau
2609;2609;Val d'Orson;35352;Vern-sur-Seiche;48.064138, -1.623074;true;Abri simple
2618;2618;Croix Rouge;35352;Vern-sur-Seiche;48.049113, -1.606026;false;Poteau
3751;3751;ZI Ouest;35353;Vezin-le-Coquet;48.107431, -1.739281;true;Abri simple
3767;3767;Fresnot;35353;Vezin-le-Coquet;48.122951, -1.755366;false;Abri double
3771;3771;Champs Bleus;35353;Vezin-le-Coquet;48.11916, -1.749864;true;Poteau
2610;2610;Garenne;35352;Vern-sur-Seiche;48.067768, -1.625701;true;Abri simple
3755;3755;Vallée;35353;Vezin-le-Coquet;48.120211, -1.765417;true;Abri simple
2608;2608;Bretonnière;35352;Vern-sur-Seiche;48.05838, -1.616486;true;Poteau
3764;3764;Vallée;35353;Vezin-le-Coquet;48.120402, -1.765585;true;Poteau
2628;2628;Vaugon;35352;Vern-sur-Seiche;48.031253, -1.599505;false;Poteau
3011;3011;Hallouvry;35055;Chantepie;48.090381, -1.615346;true;Abri simple
3019;3019;Val Blanc;35055;Chantepie;48.080508, -1.630849;false;Poteau
2374;2374;Châteliers;35047;Bruz;48.024146, -1.752978;true;Poteau
2343;2343;Epalet;35047;Bruz;48.019598, -1.744633;false;Poteau
2119;2119;Prieuré Forge;35051;Cesson-Sévigné;48.108229, -1.580927;false;Poteau
2008;2008;La Coulée;35051;Cesson-Sévigné;48.123628, -1.604384;true;Abri simple
2127;2127;Champs Blancs;35051;Cesson-Sévigné;48.134856, -1.621311;true;Poteau
2329;2329;Croix Vaisserelle;35047;Bruz;48.008586, -1.773845;false;Abri simple
2350;2350;Mare de la Salle;35047;Bruz;48.029314, -1.719086;false;Poteau
4408;4408;Le Verger Eglise;35351;Le Verger;48.07003, -1.93229;false;Poteau
3315;3315;Thorigné Mairie;35334;Thorigné-Fouillard;48.153606, -1.579768;true;Abri simple
2622;2622;Champ Martin;35352;Vern-sur-Seiche;48.059886, -1.613109;false;Poteau
4410;4410;La Lande Basse;35351;Le Verger;48.062953, -1.930041;false;Abri simple
2603;2603;La Poste;35352;Vern-sur-Seiche;48.044735, -1.603959;true;Abri simple
2602;2602;Bel Air;35352;Vern-sur-Seiche;48.043401, -1.601647;true;Abri double
2627;2627;Vaugon;35352;Vern-sur-Seiche;48.031482, -1.599454;false;Abri simple
2631;2631;Moulin;35352;Vern-sur-Seiche;48.047527, -1.598567;false;Abri simple
4406;4406;Breil;35351;Le Verger;48.066997, -1.946498;false;Poteau
2372;2372;Bruz Gare;35047;Bruz;48.029045, -1.752705;true;Abri simple
3927;3927;Touche Audienne;35363;Pont-Péan;48.002274, -1.711817;false;Poteau
3914;3914;Mouton Blanc;35363;Pont-Péan;48.010354, -1.701141;true;Poteau
2303;2303;Haut Launay;35047;Bruz;48.02471, -1.757238;true;Abri simple
4162;4162;Turbanière;35039;Brécé;48.108409, -1.507807;true;Poteau
2307;2307;Gavrinis;35047;Bruz;48.031275, -1.759442;true;Abri simple
4159;4159;Provence;35039;Brécé;48.107463, -1.482571;false;Poteau
4161;4161;Mainguère;35039;Brécé;48.109064, -1.478264;true;Poteau
4158;4158;Destiers;35039;Brécé;48.107535, -1.486118;true;Poteau
2114;2114;Château de Vaux;35051;Cesson-Sévigné;48.137351, -1.62275;true;Abri simple
2091;2091;Lycée Sévigné;35051;Cesson-Sévigné;48.119072, -1.597622;false;Abri simple
2056;2056;Cesson Mairie;35051;Cesson-Sévigné;48.118557, -1.604529;true;Abri simple
2066;2066;Cesson Mairie;35051;Cesson-Sévigné;48.118312, -1.604191;true;Abri simple
2061;2061;Charmilles;35051;Cesson-Sévigné;48.106515, -1.621243;true;Abri simple
2071;2071;Calendrou;35051;Cesson-Sévigné;48.140415, -1.616907;true;Abri simple
2085;2085;Champelé;35051;Cesson-Sévigné;48.116152, -1.582472;true;Abri simple
2103;2103;Rigourdière;35051;Cesson-Sévigné;48.113318, -1.59004;true;Poteau
2075;2075;Mare Pavée;35051;Cesson-Sévigné;48.123363, -1.611301;true;Poteau
2083;2083;Gaudais;35051;Cesson-Sévigné;48.12696, -1.614219;true;Poteau
4066;4066;Quatre Vents;35059;La Chapelle-des-Fougeretz;48.168594, -1.742983;false;Abri simple
4051;4051;Bersandières;35059;La Chapelle-des-Fougeretz;48.177652, -1.726657;false;Abri bâti
4056;4056;Sénestrais;35059;La Chapelle-des-Fougeretz;48.17016, -1.736188;true;Abri simple
4067;4067;Quatre Vents;35059;La Chapelle-des-Fougeretz;48.168976, -1.74251;false;Poteau
1504;1504;Petit Champeaux;35238;Rennes;48.116353, -1.723158;true;Abri simple
1506;1506;Berthault;35238;Rennes;48.106766, -1.730277;true;Abri simple
1490;1490;Hôtel de Région;35238;Rennes;48.136021, -1.659114;true;Abri auvent
1480;1480;ZA Saint-Sulpice;35238;Rennes;48.131978, -1.634928;true;Abri simple
1469;1469;Le Dantec;35238;Rennes;48.099276, -1.652485;true;Abri simple
1461;1461;Clemenceau;35238;Rennes;48.093659, -1.673762;true;Abri simple
1456;1456;Coubertin;35238;Rennes;48.086541, -1.687451;true;Abri simple
1446;1446;Argonautes;35238;Rennes;48.089583, -1.674997;true;Abri simple
1450;1450;Coubertin;35238;Rennes;48.08669, -1.688453;true;Abri simple
1441;1441;Triangle;35238;Rennes;48.08608, -1.660855;true;Abri simple
1445;1445;Clemenceau;35238;Rennes;48.093147, -1.674668;true;Abri simple
1433;1433;Durafour Strasbourg;35238;Rennes;48.113595, -1.65655;true;Abri simple
1418;1418;Géniaux;35238;Rennes;48.109104, -1.710162;true;Abri simple
1422;1422;Merlin;35238;Rennes;48.116261, -1.711309;true;Abri simple
1413;1413;Villejean-Churchill;35238;Rennes;48.118607, -1.707954;true;Abri simple
1405;1405;Europe;35238;Rennes;48.128416, -1.657061;true;Abri simple
1397;1397;Dargent;35238;Rennes;48.103598, -1.700369;true;Abri simple
1398;1398;Voltaire;35238;Rennes;48.105225, -1.698672;true;Abri simple
1402;1402;Cité Judiciaire;35238;Rennes;48.105647, -1.685188;true;Abri simple
1390;1390;Cleunay;35238;Rennes;48.104175, -1.713394;true;Abri simple
1394;1394;Guérinais;35238;Rennes;48.099043, -1.705513;true;Abri simple
1386;1386;Guérinais;35238;Rennes;48.098922, -1.705488;true;Abri simple
1388;1388;Montand;35238;Rennes;48.099353, -1.711217;true;Abri simple
1376;1376;Europe;35238;Rennes;48.128579, -1.657192;true;Abri simple
1378;1378;Saint-Exupéry;35238;Rennes;48.12477, -1.661615;true;Abri simple
1374;1374;Longs Prés;35238;Rennes;48.133162, -1.65696;true;Abri simple
1375;1375;Gast;35238;Rennes;48.130103, -1.656774;true;Abri simple
1353;1353;Torigné;35238;Rennes;48.084535, -1.657962;true;Abri simple
1330;1330;Auberge de Jeunesse;35238;Rennes;48.120357, -1.681603;true;Abri simple
1335;1335;Ormeaux;35238;Rennes;48.097705, -1.6684;true;Abri simple
1325;1325;Landry;35238;Rennes;48.099472, -1.646682;true;Abri simple
1323;1323;CARSAT;35238;Rennes;48.095474, -1.638069;true;Abri simple
1313;1313;Beaulieu Restau U;35238;Rennes;48.121826, -1.638248;true;Poteau
1317;1317;Villebois-Mareuil;35238;Rennes;48.100101, -1.649415;true;Abri double
1311;1311;Guilloux;35238;Rennes;48.10957, -1.698313;true;Abri simple
1294;1294;Marbeuf;35238;Rennes;48.111305, -1.701301;true;Abri simple
1287;1287;Condate;35238;Rennes;48.135006, -1.672781;true;Abri simple
1282;1282;Gros Chêne;35238;Rennes;48.126594, -1.665268;true;Abri simple
1275;1275;Mermoz;35238;Rennes;48.097422, -1.688573;true;Abri simple
1265;1265;Foyer Rennais;35238;Rennes;48.099809, -1.687123;false;Abri double
1261;1261;Volney;35238;Rennes;48.125322, -1.666645;false;Abri provisoire
1253;1253;Monts d'Arrée;35238;Rennes;48.136711, -1.667527;true;Abri simple
1238;1238;Guilloux Lorient;35238;Rennes;48.108687, -1.698735;true;Abri simple
1225;1225;Jardin Moderne;35238;Rennes;48.10213, -1.727062;true;Poteau
1230;1230;Jardin Moderne;35238;Rennes;48.102175, -1.726098;true;Abri simple
1209;1209;Pavie;35238;Rennes;48.105033, -1.64458;true;Abri simple
1210;1210;Cimetière de l'Est;35238;Rennes;48.10431, -1.64971;true;Abri simple
1200;1200;Jeanne d'Arc;35238;Rennes;48.116798, -1.656369;true;Abri simple
1203;1203;Beaulieu Restau U;35238;Rennes;48.122308, -1.639183;true;Abri provisoire
1199;1199;Musset Cité U;35238;Rennes;48.116247, -1.662785;true;Abri simple
1193;1193;Maison Diocésaine;35238;Rennes;48.113738, -1.69804;true;Abri simple
1185;1185;Legraverend;35238;Rennes;48.117788, -1.684992;true;Poteau
1180;1180;Balzac;35238;Rennes;48.116193, -1.659373;true;Abri simple
1172;1172;Robidou;35238;Rennes;48.11003, -1.659227;true;Abri double
1173;1173;Pont de Strasbourg;35238;Rennes;48.110055, -1.656165;true;Abri simple
1174;1174;Plaine de Baud;35238;Rennes;48.112437, -1.64292;true;Abri simple
1167;1167;République;35238;Rennes;48.109405, -1.678734;true;Abri simple
1159;1159;Hôtel de Région;35238;Rennes;48.134358, -1.658784;true;Abri simple
1148;1148;Oberthur;35238;Rennes;48.113405, -1.661265;true;Abri simple
1140;1140;Jacques Cartier;35238;Rennes;48.097421, -1.674416;true;Abri simple
1126;1126;Garigliano;35238;Rennes;48.096023, -1.681712;true;Abri simple
1127;1127;Frères Moine;35238;Rennes;48.093042, -1.681932;true;Abri simple
1124;1124;Jacques Cartier;35238;Rennes;48.097396, -1.675489;true;Abri auvent
1106;1106;Gayeulles Piscine;35238;Rennes;48.134264, -1.652215;true;Abri simple
1107;1107;Le Blizz;35238;Rennes;48.13087, -1.652121;true;Abri double
1103;1103;Saint-Laurent;35238;Rennes;48.138802, -1.659072;true;Abri simple
1096;1096;Anatole France;35238;Rennes;48.118193, -1.689248;true;Abri simple
1090;1090;République;35238;Rennes;48.109526, -1.677947;true;Abri simple
1073;1073;Ronceray;35238;Rennes;48.092528, -1.639658;true;Abri simple
1068;1068;Gohier;35238;Rennes;48.092067, -1.636471;true;Abri simple
1060;1060;Piré;35238;Rennes;48.099452, -1.657522;true;Abri simple
1062;1062;Calmette;35238;Rennes;48.09511, -1.650566;false;Abri simple
1044;1044;ESPE de Bretagne;35238;Rennes;48.122179, -1.685924;true;Abri simple
1049;1049;Horizons;35238;Rennes;48.111632, -1.689371;true;Abri simple
1050;1050;Les Lices;35238;Rennes;48.111647, -1.686999;true;Abri simple
1039;1039;Longs Champs;35238;Rennes;48.128998, -1.63238;true;Abri simple
4153;4153;Saules;35039;Brécé;48.107127, -1.479136;true;Abri simple
4155;4155;Destiers;35039;Brécé;48.107643, -1.486165;true;Abri simple
2375;2375;Châteliers;35047;Bruz;48.024186, -1.75284;true;Abri simple
2365;2365;Brossolette;35047;Bruz;48.020489, -1.743438;false;
2347;2347;Pont-Réan;35047;Bruz;48.004724, -1.775265;false;Poteau
2348;2348;Bruz Centre;35047;Bruz;48.023484, -1.743371;true;Poteau
2341;2341;Pasteur;35047;Bruz;48.023636, -1.736267;true;Poteau
2334;2334;Pasteur;35047;Bruz;48.023814, -1.736056;true;Abri simple
2332;2332;Epalet;35047;Bruz;48.019493, -1.744988;true;Abri simple
2324;2324;Haut Launay;35047;Bruz;48.024584, -1.757229;true;Poteau
2316;2316;Etangs;35047;Bruz;48.049376, -1.740727;true;Abri simple
2311;2311;Coeur de Campus;35047;Bruz;48.047249, -1.741955;true;Abri double
2002;2002;Cesson Hôpital Privé;35051;Cesson-Sévigné;48.130233, -1.627664;true;Abri simple
2003;2003;Cesson Hôpital Privé;35051;Cesson-Sévigné;48.130071, -1.628026;true;Poteau
9129;9129;Beaulieu Chimie;35051;Cesson-Sévigné;48.115911, -1.632906;false;
9130;9130;Beaulieu INSA;35051;Cesson-Sévigné;48.119925, -1.6314;false;
9136;9136;Beaulieu Chimie;35051;Cesson-Sévigné;48.115439, -1.633372;false;
2125;2125;Chêne Germain;35051;Cesson-Sévigné;48.131892, -1.624417;true;Poteau
2073;2073;Victoire;35051;Cesson-Sévigné;48.145118, -1.608407;true;Poteau
2065;2065;Cesson Gare;35051;Cesson-Sévigné;48.113984, -1.603204;true;Abri simple
2054;2054;Métairies Chalotais;35051;Cesson-Sévigné;48.123129, -1.601975;true;Abri simple
2055;2055;Cesson Piscine;35051;Cesson-Sévigné;48.119961, -1.602179;true;Abri simple
2029;2029;Bourgchevreuil;35051;Cesson-Sévigné;48.123131, -1.600719;true;Poteau
2030;2030;Petits Champs;35051;Cesson-Sévigné;48.124795, -1.596767;true;Poteau
3725;3725;Saint-Hubert;35275;Saint-Gilles;48.141892, -1.828435;false;Poteau
3414;3414;La Jaunais;35250;Saint-Armel;48.013162, -1.570605;false;Poteau
3734;3734;Ardriers;35275;Saint-Gilles;48.152358, -1.866602;false;Poteau
6010;6010;Le Suet;35245;Romillé;48.203748, -1.846649;false;Poteau
3814;3814;Rue de Rennes;35032;Bourgbarré;47.997686, -1.619187;false;Abri simple
3316;3316;Village Collectivités;35334;Thorigné-Fouillard;48.13216, -1.596367;true;Abri simple
3319;3319;Pâtis du Moulinet;35334;Thorigné-Fouillard;48.141665, -1.577357;false;Poteau
3302;3302;Thorigné Mairie;35334;Thorigné-Fouillard;48.153039, -1.579445;true;Abri simple
3320;3320;Pâtis du Moulinet;35334;Thorigné-Fouillard;48.141857, -1.577397;false;Poteau
3306;3306;Juteauderies;35334;Thorigné-Fouillard;48.164176, -1.579265;true;Abri bâti
3301;3301;Landelles;35334;Thorigné-Fouillard;48.155188, -1.573107;true;Abri double
3305;3305;Bocage;35334;Thorigné-Fouillard;48.158973, -1.579631;true;Abri double
3807;3807;La Basse Erable;35032;Bourgbarré;47.995094, -1.623735;false;Poteau
4008;4008;Boulais;35334;Thorigné-Fouillard;48.139504, -1.561471;true;Poteau
3954;3954;Terrain des Sports;35315;Saint-Sulpice-la-Forêt;48.21475, -1.586501;true;Abri simple
2223;2223;Abbé Grimault;35281;Saint-Jacques-de-la-Lande;48.067334, -1.716885;true;Abri simple
2228;2228;Pigeon Blanc;35281;Saint-Jacques-de-la-Lande;48.089797, -1.693146;true;Abri simple
2209;2209;Commeurec;35281;Saint-Jacques-de-la-Lande;48.095716, -1.694313;false;Abri simple
3952;3952;Chesnais;35315;Saint-Sulpice-la-Forêt;48.223261, -1.576352;true;Abri simple
3959;3959;Tronchay;35315;Saint-Sulpice-la-Forêt;48.211771, -1.590509;true;Abri simple
2222;2222;Pommerais;35281;Saint-Jacques-de-la-Lande;48.066422, -1.720279;true;Poteau
3951;3951;Cropy;35315;Saint-Sulpice-la-Forêt;48.225212, -1.570409;true;Abri simple
