Identifiant;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier
1171;1171;Pont de Châteaudun;35238;Rennes;48.110016, -1.663623;true;Abri simple
1166;1166;Musée Beaux Arts;35238;Rennes;48.109914, -1.675145;true;Abri auvent
1157;1157;Gayeulles Piscine;35238;Rennes;48.134935, -1.651955;true;Abri simple
1152;1152;Docteur Quentin;35238;Rennes;48.120615, -1.650675;true;Abri simple
1151;1151;Vitré Danton;35238;Rennes;48.118733, -1.651589;true;Abri auvent
1135;1135;Suède;35238;Rennes;48.088085, -1.68215;true;Abri simple
1141;1141;Ginguené;35238;Rennes;48.100009, -1.675803;true;Poteau
1100;1100;Cimetière Nord;35238;Rennes;48.12503, -1.681973;true;Abri auvent
1111;1111;Docteur Quentin;35238;Rennes;48.120189, -1.65077;true;Abri simple
1116;1116;Saint-Vincent;35238;Rennes;48.112746, -1.664452;true;Abri double
1112;1112;Vitré Danton;35238;Rennes;48.11893, -1.651063;true;Abri simple
1094;1094;Brest Verdun;35238;Rennes;48.113208, -1.69329;true;Abri simple
1099;1099;Saint-Martin;35238;Rennes;48.123587, -1.683606;true;Abri auvent
1113;1113;Jeanne d'Arc;35238;Rennes;48.116369, -1.655681;true;Abri simple
1095;1095;La Touche;35238;Rennes;48.116505, -1.690744;true;Abri auvent
1085;1085;Laënnec;35238;Rennes;48.10471, -1.666557;true;Abri auvent
1065;1065;La Poterie;35238;Rennes;48.087621, -1.64393;true;Abri simple
1051;1051;Place de Bretagne;35238;Rennes;48.109888, -1.68328;true;Abri auvent
1078;1078;Lycée Descartes;35238;Rennes;48.089972, -1.64466;true;Abri simple
1052;1052;République;35238;Rennes;48.109934, -1.678869;true;Abri double
1034;1034;Turmel;35238;Rennes;48.122185, -1.650619;true;Abri simple
1038;1038;Bouzat;35238;Rennes;48.128209, -1.637118;true;Abri simple
1074;1074;Gohier;35238;Rennes;48.091827, -1.636274;true;Abri simple
4204;4204;Avenir;35076;Chavagne;48.053984, -1.783762;true;Abri double
4110;4110;Place de Kildare;35088;Corps-Nuds;47.977719, -1.585507;true;Poteau
4111;4111;Huberdières;35088;Corps-Nuds;47.982567, -1.580278;false;Poteau
4655;4655;Saint-Roch;35080;Cintré;48.107159, -1.873182;false;Abri double
4610;4610;Chopinais;35079;Chevaigné;48.199223, -1.627788;false;Poteau
4609;4609;Chopinais;35079;Chevaigné;48.199145, -1.627451;false;Poteau
4454;4454;Terseul;35081;Clayes;48.180941, -1.844779;false;Abri simple
2502;2502;Lycée Monod;35240;Le Rheu;48.100526, -1.806596;true;Abri simple
2503;2503;Champs Freslons;35240;Le Rheu;48.098908, -1.801395;true;Abri double
2506;2506;Genêts;35240;Le Rheu;48.099251, -1.791133;true;Abri simple
2538;2538;Gaston Bardet;35240;Le Rheu;48.102271, -1.787379;true;Abri simple
2540;2540;Acquêts;35240;Le Rheu;48.09683, -1.79811;true;Abri simple
2517;2517;L'Autre Lieu;35240;Le Rheu;48.099367, -1.796733;true;Poteau
2520;2520;Noë Diolé;35240;Le Rheu;48.102463, -1.831087;false;Poteau
2521;2521;Gerhoui;35240;Le Rheu;48.090998, -1.786814;true;Abri simple
2513;2513;Les Pins;35240;Le Rheu;48.097012, -1.776051;true;Abri simple
2515;2515;Genêts;35240;Le Rheu;48.099309, -1.790762;true;Poteau
2511;2511;Plessix Saucourt;35240;Le Rheu;48.103559, -1.751287;false;Poteau
6005;6005;Mettrie Templiers;35245;Romillé;48.212494, -1.890895;true;Poteau
6013;6013;Chauvrais Malabry;35245;Romillé;48.241193, -1.861894;false;Poteau
6018;6018;Plessis Balisson;35245;Romillé;48.226397, -1.866414;false;Abri simple
3816;3816;Launay Garnier;35250;Saint-Armel;48.000758, -1.594361;true;Abri simple
3834;3834;ZA Bourgbarré;35250;Saint-Armel;48.006898, -1.597024;false;
4552;4552;Saint-Armel Gare;35250;Saint-Armel;48.013905, -1.594035;true;Poteau
4555;4555;Saint-Armel Gare;35250;Saint-Armel;48.014056, -1.594394;true;Abri simple
4351;4351;Parc d'Activités;35266;Saint-Erblon;48.01727, -1.660332;true;Abri simple
4353;4353;Paul Féval;35266;Saint-Erblon;48.017654, -1.654585;true;Abri simple
4368;4368;Ercé;35266;Saint-Erblon;48.027581, -1.62745;false;Poteau
4358;4358;Croix Faucheux;35266;Saint-Erblon;48.017732, -1.649365;true;Abri simple
4360;4360;Leuzières;35266;Saint-Erblon;48.021547, -1.653716;true;Abri simple
3733;3733;Le Roheu;35275;Saint-Gilles;48.151371, -1.868745;false;Poteau
3719;3719;Pierre Blanche;35275;Saint-Gilles;48.137696, -1.868718;false;Abri simple
3723;3723;Maison Neuve;35275;Saint-Gilles;48.15406, -1.837815;true;Poteau
3710;3710;Fouaye;35275;Saint-Gilles;48.153626, -1.810538;false;Poteau
3712;3712;Pont aux Moines;35275;Saint-Gilles;48.150714, -1.824791;true;Poteau
3715;3715;Clos des Cerisiers;35275;Saint-Gilles;48.153745, -1.834034;true;Abri double
3716;3716;Résidence Janais;35275;Saint-Gilles;48.150683, -1.830394;false;Abri simple
3702;3702;La Houdinais;35275;Saint-Gilles;48.151634, -1.853834;false;Abri simple
3709;3709;Fouaye;35275;Saint-Gilles;48.152952, -1.809229;false;Abri simple
2852;2852;Edonia;35278;Saint-Grégoire;48.147918, -1.696926;true;Abri simple
2841;2841;Jean-Paul II;35278;Saint-Grégoire;48.16048, -1.676774;false;Abri double
2846;2846;Ricoquais;35278;Saint-Grégoire;48.158993, -1.676337;true;Poteau
2838;2838;Alphasis;35278;Saint-Grégoire;48.153909, -1.6969;true;Abri simple
2840;2840;MFR Rabinardières;35278;Saint-Grégoire;48.176664, -1.690277;false;Abri simple
2815;2815;La Plesse;35278;Saint-Grégoire;48.13715, -1.686401;true;Abri simple
2818;2818;Haut Trait;35278;Saint-Grégoire;48.146946, -1.686104;true;Abri simple
2813;2813;Haut Trait;35278;Saint-Grégoire;48.147437, -1.686162;true;Abri simple
2202;2202;Collège Jean Moulin;35281;Saint-Jacques-de-la-Lande;48.077395, -1.715725;true;Abri simple
2258;2258;Dominos;35281;Saint-Jacques-de-la-Lande;48.093537, -1.704339;true;Abri double
2257;2257;Pressoirs;35281;Saint-Jacques-de-la-Lande;48.087049, -1.694605;true;Abri simple
2240;2240;St-Jacques Mairie;35281;Saint-Jacques-de-la-Lande;48.080594, -1.712287;false;Abri simple
2233;2233;Abbé Grimault;35281;Saint-Jacques-de-la-Lande;48.067424, -1.717305;true;Abri simple
2219;2219;Pilate;35281;Saint-Jacques-de-la-Lande;48.09408, -1.690642;true;Abri simple
2220;2220;Gautrais;35281;Saint-Jacques-de-la-Lande;48.061591, -1.72464;true;Abri simple
2213;2213;Jean Marin;35281;Saint-Jacques-de-la-Lande;48.082491, -1.715453;true;Abri simple
2214;2214;Médiathèque;35281;Saint-Jacques-de-la-Lande;48.079869, -1.715526;true;Abri double
2215;2215;Collège Jean Moulin;35281;Saint-Jacques-de-la-Lande;48.076909, -1.715921;true;Abri simple
2216;2216;Pressoirs;35281;Saint-Jacques-de-la-Lande;48.08731, -1.69473;true;Poteau
2207;2207;Lilas;35281;Saint-Jacques-de-la-Lande;48.093689, -1.700128;true;Poteau
3953;3953;Bourg;35315;Saint-Sulpice-la-Forêt;48.217907, -1.581457;true;Abri simple
3958;3958;Lande Saint-Denis;35315;Saint-Sulpice-la-Forêt;48.203176, -1.595;false;Poteau
3961;3961;Bourg;35315;Saint-Sulpice-la-Forêt;48.217752, -1.581363;true;Poteau
3801;3801;Centre de Loisirs;35032;Bourgbarré;47.990142, -1.613855;true;Abri double
3802;3802;Bourgbarré Mairie;35032;Bourgbarré;47.994926, -1.614233;true;Abri double
3803;3803;La Motte;35032;Bourgbarré;47.996045, -1.617451;true;Abri simple
3824;3824;Le Rocher;35032;Bourgbarré;48.001407, -1.608628;false;Abri simple
3828;3828;Pont du Gué;35032;Bourgbarré;47.997881, -1.613143;false;Abri bâti
3811;3811;Sept Fours;35032;Bourgbarré;47.959332, -1.637267;false;Poteau
3817;3817;Launay Garnier;35032;Bourgbarré;48.000912, -1.594744;true;Poteau
3810;3810;Moc Souris;35032;Bourgbarré;47.960038, -1.632394;false;Abri simple
2424;2424;Champ Giron;35334;Thorigné-Fouillard;48.170897, -1.622292;false;Abri simple
3322;3322;Curien;35334;Thorigné-Fouillard;48.149322, -1.577703;false;Abri simple
3312;3312;Juteauderies;35334;Thorigné-Fouillard;48.162934, -1.579182;true;Abri simple
4401;4401;Le Verger Eglise;35351;Le Verger;48.069918, -1.932427;false;Abri provisoire
2601;2601;Croix Malinge;35352;Vern-sur-Seiche;48.038508, -1.602504;true;Abri simple
2605;2605;Fosse Gauchère;35352;Vern-sur-Seiche;48.049414, -1.609809;true;Poteau
2606;2606;Solidor;35352;Vern-sur-Seiche;48.050629, -1.614982;true;Abri simple
2640;2640;Croix Malinge;35352;Vern-sur-Seiche;48.038405, -1.60232;true;Poteau
3024;3024;Martinière;35352;Vern-sur-Seiche;48.07696, -1.631808;false;Abri simple
2614;2614;Val d'Orson;35352;Vern-sur-Seiche;48.06396, -1.622917;true;Abri simple
2615;2615;Bretonnière;35352;Vern-sur-Seiche;48.058944, -1.616683;true;Poteau
2616;2616;Haute Abbaye;35352;Vern-sur-Seiche;48.052587, -1.614072;true;Abri simple
3768;3768;Marais;35353;Vezin-le-Coquet;48.104219, -1.735894;true;Poteau
3769;3769;Marais;35353;Vezin-le-Coquet;48.104169, -1.736036;true;Abri simple
3770;3770;Champs Bleus;35353;Vezin-le-Coquet;48.119011, -1.749601;true;Abri simple
3763;3763;Lion d'Or;35353;Vezin-le-Coquet;48.119239, -1.761273;true;Poteau
3757;3757;Vezin Centre;35353;Vezin-le-Coquet;48.11887, -1.756833;true;Abri bâti
3758;3758;Tertre;35353;Vezin-le-Coquet;48.118334, -1.742441;false;Poteau
3759;3759;Champ Noël;35353;Vezin-le-Coquet;48.117611, -1.731377;false;Abri simple
3760;3760;Champ Noël;35353;Vezin-le-Coquet;48.117765, -1.731221;false;Poteau
3904;3904;Chemin Vert;35363;Pont-Péan;48.012935, -1.702976;true;Poteau
3923;3923;Touche Eon;35363;Pont-Péan;48.020089, -1.688276;false;Poteau
3921;3921;Le Louvrel;35363;Pont-Péan;48.019778, -1.694561;false;Poteau
3910;3910;Fontaine Blanche;35363;Pont-Péan;48.016959, -1.705245;true;Poteau
1573;1573;Mermoz;35238;Rennes;48.097045, -1.690278;true;Abri simple
1574;1574;Binquenais Le Moine;35238;Rennes;48.090875, -1.661101;true;Abri simple
1563;1563;République;35238;Rennes;48.109698, -1.67815;true;Abri simple
1545;1545;Cleunay Stade;35238;Rennes;48.101549, -1.708422;true;Poteau
1529;1529;Villejean-Université;35238;Rennes;48.121156, -1.702973;true;Abri simple
1534;1534;Henri Fréville;35238;Rennes;48.088549, -1.67439;true;Abri double
1523;1523;Moulin de Joué;35238;Rennes;48.114277, -1.649131;true;Abri simple
1524;1524;Hôpital Régnier;35238;Rennes;48.114621, -1.651278;true;Abri simple
1527;1527;Moulin de Joué;35238;Rennes;48.114569, -1.649959;true;Abri auvent
1528;1528;Piletière;35238;Rennes;48.113992, -1.64442;true;Abri simple
1521;1521;Berry;35238;Rennes;48.118462, -1.713825;true;Abri simple
1510;1510;Henri Fréville;35238;Rennes;48.087784, -1.674415;true;Abri double
1509;1509;Henri Fréville;35238;Rennes;48.087822, -1.674555;true;Abri simple
3233;3233;Clos Vezins;35208;Orgères;47.978188, -1.659775;false;Abri simple
3254;3254;Belle Etoile;35208;Orgères;47.976424, -1.674641;false;Poteau
3256;3256;Clos Vezins;35208;Orgères;47.97809, -1.659888;false;Poteau
3255;3255;Violais;35208;Orgères;47.972826, -1.648727;false;Poteau
3258;3258;Haye Longue;35208;Orgères;48.00539, -1.665581;false;
1532;1532;Joliot-Curie;35238;Rennes;48.127001, -1.652714;false;Abri simple
1530;1530;Pâtis Tatelin;35238;Rennes;48.128911, -1.642714;true;Abri simple
1517;1517;Berry;35238;Rennes;48.118565, -1.713574;true;Poteau
1637;1637;Lycée Chateaubriand;35238;Rennes;48.123062, -1.651491;true;Abri simple
1631;1631;ZA Saint-Sulpice;35238;Rennes;48.132353, -1.636152;true;Abri simple
1649;1649;La Poterie;35238;Rennes;48.087524, -1.64332;true;Abri simple
1661;1661;Coubertin;35238;Rennes;48.086525, -1.686923;false;Poteau
1657;1657;Volney;35238;Rennes;48.125318, -1.667695;true;Poteau
1667;1667;Robiquette;35238;Rennes;48.136333, -1.696931;false;
1004;1004;Donzelot;35238;Rennes;48.125244, -1.642676;true;Abri simple
1003;1003;Gallet;35238;Rennes;48.127369, -1.640433;true;Abri simple
9119;9119;Musée Beaux Arts;35238;Rennes;48.109844, -1.673618;false;
9134;9134;Clos Courtel;35238;Rennes;48.126581, -1.628649;false;
9010;9010;Roazhon Park;35238;Rennes;48.108497, -1.711551;false;
9011;9011;Roazhon Park;35238;Rennes;48.108081, -1.713347;false;
9137;9137;Roazhon Park;35238;Rennes;48.107748, -1.715647;false;
1519;1519;Villejean-Université;35238;Rennes;48.121064, -1.702976;true;Abri simple
1515;1515;Moulin de Joué;35238;Rennes;48.113631, -1.647569;true;Abri simple
1470;1470;Villebois-Mareuil;35238;Rennes;48.100631, -1.650392;true;Abri simple
1486;1486;Hôtel de Région;35238;Rennes;48.134801, -1.659901;true;Abri simple
1451;1451;Lycée Bréquigny;35238;Rennes;48.086857, -1.691262;true;Abri simple
1484;1484;ZA Saint-Sulpice;35238;Rennes;48.131875, -1.635896;true;Abri simple
1462;1462;Combes;35238;Rennes;48.093478, -1.670045;true;Abri simple
1336;1336;Bigot de Préameneu;35238;Rennes;48.097982, -1.666405;true;Abri auvent
1303;1303;Préfecture - ESC;35238;Rennes;48.128353, -1.694114;true;Abri simple
1305;1305;Olympe de Gouges;35238;Rennes;48.127565, -1.703293;true;Abri double
1306;1306;Bois Labbé;35238;Rennes;48.12525, -1.703189;true;Abri simple
1304;1304;Cucillé;35238;Rennes;48.128501, -1.698712;true;Abri simple
1320;1320;CARSAT;35238;Rennes;48.094927, -1.637296;true;Abri simple
1329;1329;Lenoir;35238;Rennes;48.12158, -1.683279;true;Abri simple
1314;1314;IUT;35238;Rennes;48.125106, -1.632973;true;Abri simple
1221;1221;Géniaux;35238;Rennes;48.108871, -1.710766;true;Abri double
1243;1243;Croix Saint-Hélier;35238;Rennes;48.102515, -1.661094;true;Abri simple
1186;1186;Anatole France;35238;Rennes;48.118577, -1.688167;true;Abri simple
1201;1201;Vitré Foulon;35238;Rennes;48.119102, -1.649111;true;Abri simple
1183;1183;Hôtel Dieu;35238;Rennes;48.117342, -1.678809;true;Abri simple
1179;1179;Jeanne d'Arc;35238;Rennes;48.117043, -1.655802;true;Abri simple
1182;1182;George Sand;35238;Rennes;48.116298, -1.664773;true;Abri auvent
1232;1232;Le Hô;35238;Rennes;48.106259, -1.723704;true;Abri simple
1165;1165;Paul Bert;35238;Rennes;48.110111, -1.67021;true;Abri simple
1143;1143;Charles de Gaulle;35238;Rennes;48.106081, -1.677558;true;Abri simple
1136;1136;Champs Manceaux;35238;Rennes;48.091086, -1.682019;true;Abri double
1128;1128;Champs Manceaux;35238;Rennes;48.09107, -1.682187;true;Abri simple
1138;1138;Garigliano;35238;Rennes;48.096363, -1.681543;true;Abri simple
1155;1155;Gayeulles;35238;Rennes;48.129145, -1.652001;true;Abri simple
1156;1156;Le Blizz;35238;Rennes;48.131782, -1.651905;true;Abri simple
1129;1129;Suède;35238;Rennes;48.087271, -1.682479;true;Abri simple
1146;1146;Thabor;35238;Rennes;48.111897, -1.671083;false;Poteau
1297;1297;Villejean-Université;35238;Rennes;48.121918, -1.703705;true;Abri simple
1292;1292;Beaulieu Restau U;35238;Rennes;48.121437, -1.638194;true;Abri simple
1269;1269;Lycée Bréquigny;35238;Rennes;48.084081, -1.692043;true;Abri double
1276;1276;Foyer Rennais;35238;Rennes;48.099714, -1.68619;false;Abri double
1258;1258;Houx Cité U;35238;Rennes;48.130788, -1.663953;true;Abri simple
1262;1262;Jules Ferry;35238;Rennes;48.121471, -1.67097;true;Abri simple
1263;1263;Rectorat;35238;Rennes;48.119629, -1.674316;true;Abri simple
1300;1300;Cucillé;35238;Rennes;48.128595, -1.698884;true;Abri simple
1254;1254;Neruda;35238;Rennes;48.136796, -1.671078;true;Abri simple
1295;1295;Berger;35238;Rennes;48.116762, -1.704608;true;Abri simple
1121;1121;Charles de Gaulle;35238;Rennes;48.106067, -1.677817;true;Abri simple
1091;1091;Place de Bretagne;35238;Rennes;48.109734, -1.68385;true;Abri simple
1097;1097;ESPE de Bretagne;35238;Rennes;48.121017, -1.686759;true;Abri simple
1120;1120;République;35238;Rennes;48.10997, -1.67795;true;Abri simple
1080;1080;Calmette;35238;Rennes;48.095953, -1.651543;false;Abri auvent
1066;1066;Monnet;35238;Rennes;48.087788, -1.638596;true;Abri simple
1134;1134;Canada;35238;Rennes;48.085207, -1.682259;true;Abri double
1130;1130;Canada;35238;Rennes;48.085168, -1.682537;true;Abri simple
1076;1076;Monnet;35238;Rennes;48.087986, -1.638421;true;Abri simple
1082;1082;Piré;35238;Rennes;48.099871, -1.657775;true;Abri auvent
1040;1040;Donelière;35238;Rennes;48.130069, -1.684377;true;Abri auvent
1032;1032;Painlevé;35238;Rennes;48.123242, -1.659266;true;Abri simple
1067;1067;Bourgueil;35238;Rennes;48.089455, -1.635281;true;Abri simple
1056;1056;Gares;35238;Rennes;48.10421, -1.672411;true;Abri simple
2509;2509;Pont d'Avoine;35240;Le Rheu;48.096139, -1.764573;true;Abri simple
6008;6008;Hatais Ville Greffier;35245;Romillé;48.20899, -1.856081;false;Poteau
2510;2510;Plessix Saucourt;35240;Le Rheu;48.10389, -1.75034;false;Abri simple
6014;6014;Chauvrais Malabry;35245;Romillé;48.240291, -1.864118;false;Poteau
2415;2415;Marronniers;35024;Betton;48.176867, -1.637055;true;Abri simple
2501;2501;Noë Diolé;35240;Le Rheu;48.102436, -1.832289;false;Poteau
6016;6016;Bois Menu;35245;Romillé;48.234896, -1.865055;false;Poteau
2514;2514;Barberais;35240;Le Rheu;48.09768, -1.781563;false;Poteau
2539;2539;Acquêts;35240;Le Rheu;48.096488, -1.79816;true;Poteau
2529;2529;Moigné;35240;Le Rheu;48.08028, -1.774466;true;Poteau
3765;3765;Haie de Terre;35353;Vezin-le-Coquet;48.121023, -1.771757;false;Poteau
3762;3762;Vezin Centre;35353;Vezin-le-Coquet;48.11923, -1.755499;true;Abri simple
3905;3905;Pont-Péan Mairie;35363;Pont-Péan;48.010604, -1.707005;true;Abri simple
3908;3908;Renaissance;35363;Pont-Péan;48.019925, -1.706935;true;Abri simple
3906;3906;Rivaudière;35363;Pont-Péan;48.013631, -1.707588;true;Abri double
3912;3912;Pont-Péan Mairie;35363;Pont-Péan;48.010772, -1.706394;true;Poteau
3761;3761;Tertre;35353;Vezin-le-Coquet;48.118418, -1.741401;false;Poteau
4151;4151;Anjou;35039;Brécé;48.109864, -1.481103;true;Abri bâti
4551;4551;Saint-Armel Eglise;35250;Saint-Armel;48.013468, -1.590988;true;Abri simple
6011;6011;Romillé Pigeon Blanc;35245;Romillé;48.207826, -1.835797;false;Poteau
4366;4366;Champ du Puit;35266;Saint-Erblon;48.021627, -1.659021;false;Poteau
4554;4554;Lande du Jardin;35250;Saint-Armel;48.014788, -1.598383;true;Poteau
4359;4359;Leuzières;35266;Saint-Erblon;48.021537, -1.653502;true;Abri double
2062;2062;Rond Point de Bray;35051;Cesson-Sévigné;48.107771, -1.614065;true;Poteau
2046;2046;Clos Courtel;35051;Cesson-Sévigné;48.127395, -1.626957;true;Poteau Provisoire
2047;2047;Belle Fontaine;35051;Cesson-Sévigné;48.127213, -1.623967;true;Poteau
2045;2045;Clos Courtel;35051;Cesson-Sévigné;48.127387, -1.628256;true;Abri simple
2037;2037;Erbonière;35051;Cesson-Sévigné;48.106047, -1.62563;true;Poteau
2038;2038;Haut Grippé;35051;Cesson-Sévigné;48.114975, -1.590774;true;Abri simple
2028;2028;La Coulée;35051;Cesson-Sévigné;48.123463, -1.604091;true;Poteau
2025;2025;Maison d'Accueil;35051;Cesson-Sévigné;48.121255, -1.609884;true;Poteau
2017;2017;Champs Péans;35051;Cesson-Sévigné;48.114121, -1.630367;true;Abri simple
2019;2019;Champs Péans;35051;Cesson-Sévigné;48.114037, -1.628008;true;Abri simple
3003;3003;Bourgogne;35055;Chantepie;48.089159, -1.612603;true;Poteau
3006;3006;Chantepie Mairie;35055;Chantepie;48.08848, -1.6192;true;Abri double
3008;3008;Loges;35055;Chantepie;48.09031, -1.62417;true;Poteau
3033;3033;Breillou;35055;Chantepie;48.098224, -1.621153;true;Poteau
3026;3026;Chevallerais;35055;Chantepie;48.074549, -1.578737;false;Abri simple
3028;3028;Rosa Parks;35055;Chantepie;48.085464, -1.604031;true;Abri simple
3017;3017;EDEFS;35055;Chantepie;48.092504, -1.61292;false;Poteau
3009;3009;Chantepie Mairie;35055;Chantepie;48.088351, -1.619091;true;Abri simple
3014;3014;Breillou;35055;Chantepie;48.098087, -1.622908;true;Poteau
4850;4850;Chapelle-Chaussée;35058;La Chapelle-Chaussée;48.271961, -1.856918;true;Abri simple
4851;4851;Chapelle-Chaussée;35058;La Chapelle-Chaussée;48.272026, -1.856733;true;Poteau
4055;4055;Viennais;35059;La Chapelle-des-Fougeretz;48.174111, -1.735204;true;Abri double
4057;4057;Sénestrais;35059;La Chapelle-des-Fougeretz;48.170401, -1.736205;true;Poteau
4073;4073;Besneraie;35059;La Chapelle-des-Fougeretz;48.182534, -1.72736;false;
4068;4068;Chêne aux dames;35059;La Chapelle-des-Fougeretz;48.174763, -1.72454;false;Abri bâti
4251;4251;Eglise;35065;La Chapelle-Thouarault;48.124687, -1.865877;false;Abri double
4254;4254;Grippière;35065;La Chapelle-Thouarault;48.121285, -1.837645;true;Abri simple
4255;4255;Grippière;35065;La Chapelle-Thouarault;48.12143, -1.83765;false;Poteau
4256;4256;Piardière;35065;La Chapelle-Thouarault;48.122037, -1.846175;false;Poteau
4269;4269;Place de la Mairie;35065;La Chapelle-Thouarault;48.123099, -1.866053;true;Abri double
2904;2904;Taillebois;35066;Chartres-de-Bretagne;48.037002, -1.712353;true;Abri simple
2905;2905;Callouët;35066;Chartres-de-Bretagne;48.042325, -1.712032;true;Abri simple
2945;2945;Ferme des Peupliers;35066;Chartres-de-Bretagne;48.028976, -1.707942;false;
2930;2930;Constant Mérel;35066;Chartres-de-Bretagne;48.031247, -1.709248;true;Poteau
2923;2923;Cornouaille;35066;Chartres-de-Bretagne;48.034735, -1.699894;true;Abri simple
2918;2918;Callouët;35066;Chartres-de-Bretagne;48.041976, -1.711045;true;Poteau
2909;2909;Taillebois;35066;Chartres-de-Bretagne;48.036817, -1.712545;true;Poteau
2912;2912;Argoat;35066;Chartres-de-Bretagne;48.035455, -1.70627;true;Abri simple
4212;4212;Croix Blanche;35076;Chavagne;48.052707, -1.797556;false;
4205;4205;Grippay;35076;Chavagne;48.0582, -1.776254;true;Abri simple
4206;4206;Mare Doux;35076;Chavagne;48.063257, -1.772312;false;Abri simple
4207;4207;Mare Doux;35076;Chavagne;48.063429, -1.772449;false;Poteau
4601;4601;Chevaigné Mairie;35079;Chevaigné;48.211782, -1.630337;true;Poteau
4606;4606;Chevaigné Mairie;35079;Chevaigné;48.211961, -1.630307;true;Abri double
4607;4607;Chevaigné Gare;35079;Chevaigné;48.207641, -1.630846;true;Abri double
4657;4657;Belle Arrivée;35080;Cintré;48.102369, -1.894897;false;Poteau
4666;4666;Richeudais;35080;Cintré;48.096693, -1.886727;false;Poteau
4458;4458;Croix Simon;35081;Clayes;48.182349, -1.853067;true;Poteau
1565;1565;Lycée Basch;35238;Rennes;48.125166, -1.692385;false;Abri simple
1567;1567;Charles de Gaulle;35238;Rennes;48.106213, -1.677425;true;Abri simple
1555;1555;Fossés;35238;Rennes;48.113304, -1.675306;true;Abri auvent
1556;1556;République;35238;Rennes;48.1094, -1.677626;true;Abri auvent
1553;1553;Villejean-Université;35238;Rennes;48.121297, -1.702339;true;Abri simple
1543;1543;Léonard;35238;Rennes;48.131341, -1.691889;true;Abri simple
1546;1546;Cleunay Stade;35238;Rennes;48.101614, -1.708823;false;Poteau
1537;1537;Léonard;35238;Rennes;48.131596, -1.69166;true;Abri simple
1508;1508;Berthault;35238;Rennes;48.106693, -1.729127;true;Abri auvent
1496;1496;Lycée St-Exupéry;35238;Rennes;48.132313, -1.709762;false;Abri double
1485;1485;Saint-Laurent;35238;Rennes;48.137957, -1.658769;true;Abri simple
1472;1472;Chardonnet;35238;Rennes;48.107199, -1.650946;true;Poteau
1460;1460;Argonautes;35238;Rennes;48.091308, -1.674159;true;Abri simple
1447;1447;Henri Fréville;35238;Rennes;48.08721, -1.675075;true;Abri simple
1440;1440;Le Blosne;35238;Rennes;48.087647, -1.653923;true;Abri simple
1442;1442;Binquenais;35238;Rennes;48.091639, -1.66733;true;Abri double
1436;1436;Cimetière de l'Est;35238;Rennes;48.103612, -1.649802;true;Abri simple
1439;1439;Bourgeois;35238;Rennes;48.098234, -1.655137;true;Abri simple
1428;1428;Hôtel de Région;35238;Rennes;48.134522, -1.658625;true;Abri simple
1429;1429;Joliot-Curie;35238;Rennes;48.127628, -1.650898;true;Abri simple
1430;1430;Painlevé;35238;Rennes;48.123645, -1.659306;true;Abri simple
1419;1419;Les Arts;35238;Rennes;48.111433, -1.713382;true;Poteau
1409;1409;Joliot-Curie;35238;Rennes;48.126831, -1.653313;true;Abri simple
1411;1411;Bellangerais;35238;Rennes;48.132111, -1.67291;true;Abri simple
1407;1407;Longs Prés;35238;Rennes;48.133129, -1.656626;true;Abri simple
1396;1396;Champion de Cicé;35238;Rennes;48.102182, -1.705063;true;Abri double
1391;1391;Clinique La Sagesse;35238;Rennes;48.101056, -1.711799;true;Abri simple
1395;1395;De Lesseps;35238;Rennes;48.101013, -1.706956;true;Abri double
1385;1385;De Lesseps;35238;Rennes;48.100655, -1.707006;true;Abri simple
1381;1381;Malakoff;35238;Rennes;48.105128, -1.696468;true;Poteau
1382;1382;Voltaire;35238;Rennes;48.105074, -1.698818;true;Abri simple
1370;1370;Lenoir;35238;Rennes;48.121947, -1.683469;true;Abri auvent
1365;1365;Ormeaux;35238;Rennes;48.097759, -1.669245;true;Poteau
1367;1367;Rennes Mairie;35238;Rennes;48.111022, -1.679517;true;Abri simple
1368;1368;Square de la Rance;35238;Rennes;48.118322, -1.680513;true;Abri simple
1360;1360;Gide;35238;Rennes;48.092518, -1.658308;true;Abri simple
1361;1361;Langevin;35238;Rennes;48.094222, -1.658163;true;Abri simple
1337;1337;Sainte-Thérèse;35238;Rennes;48.097532, -1.66289;true;Poteau
1339;1339;Langevin;35238;Rennes;48.094676, -1.658629;true;Abri simple
1341;1341;Landrel;35238;Rennes;48.091222, -1.654578;true;Abri simple
1326;1326;Villebois-Mareuil;35238;Rennes;48.101207, -1.649587;true;Abri simple
1321;1321;Sauvaie;35238;Rennes;48.093777, -1.633778;true;Abri simple
1316;1316;Raison;35238;Rennes;48.101171, -1.652938;true;Abri simple
1308;1308;Université;35238;Rennes;48.118926, -1.704736;true;Abri simple
1302;1302;Léonard;35238;Rennes;48.131493, -1.691785;true;Abri simple
1307;1307;Villejean-Université;35238;Rennes;48.121755, -1.703954;true;Abri simple
1288;1288;Neruda;35238;Rennes;48.136641, -1.670632;true;Abri simple
1289;1289;Monts d'Arrée;35238;Rennes;48.136539, -1.667527;true;Abri simple
1291;1291;IUT;35238;Rennes;48.125147, -1.633208;true;Abri simple
1279;1279;Rectorat;35238;Rennes;48.119451, -1.674371;true;Abri simple
